466,0,0,1481439413502
477,0,0,1481439415166
74,0,20,1481439416860
460,1,0,1481439418606
72,1,100,1481439420254
461,1,0,1481439422088
457,1,0,1481439423743
464,1,0,1481439425569
460,0,0,1481439498509
478,0,0,1481439500224
477,0,0,1481439501960
460,0,0,1481439503677
468,0,0,1481439505441
468,0,0,1481439507181
478,0,0,1481439508921
473,0,0,1481439510666
463,0,0,1481439512342
464,0,0,1481439514248
466,0,0,1481439515988
473,0,0,1481439517730
472,0,0,1481439519575
474,0,0,1481439521275
466,0,0,1481439523055
475,0,0,1481439524797
468,0,0,1481439526536
459,0,0,1481439528278
469,0,0,1481439530021
460,0,0,1481439531763
475,0,0,1481439533500
477,0,0,1481439535216
460,0,0,1481439536982
459,0,0,1481439538721
477,0,0,1481439540411
460,0,0,1481439542101
476,0,0,1481439543814
459,0,0,1481440074723
468,0,0,1481440076435
459,0,0,1481440078171
460,0,0,1481440079883
459,0,0,1481440081757
462,0,0,1481440083484
474,0,0,1481440085237
469,0,0,1481440086978
465,0,0,1481440088722
467,0,0,1481440090367
469,0,0,1481440092098
461,0,0,1481440093780
474,0,0,1481440095582
471,0,0,1481440097323
471,0,0,1481440098977
465,0,0,1481440100676
460,0,0,1481440102441
463,0,0,1481440104183
459,0,0,1481440105925
467,0,0,1481440107559
474,0,0,1481440109302
475,0,0,1481440111045
459,0,0,1481440112784
476,0,0,1481440114483
457,0,0,1481440116170
470,0,0,1481440117905
476,0,0,1481440119748
458,0,0,1481440121486
458,0,0,1481440123228
475,0,0,1481440124869
458,0,0,1481440126541
467,0,0,1481440128347
468,0,0,1481440130051
461,0,0,1481440131748
461,0,0,1481440133447
466,0,0,1481440135210
458,0,0,1481440136950
464,0,0,1481440138695
472,0,0,1481440140432
458,0,0,1481440142147
464,0,0,1481440143914
461,0,0,1481440145655
476,0,0,1481440147398
465,0,0,1481440149136
467,0,0,1481440150876
475,0,0,1481440152619
470,0,0,1481440154359
471,0,0,1481440156104
461,0,0,1481440157840
460,0,0,1481440159581
474,0,0,1481440161321
467,0,0,1481440163063
457,0,0,1481440164803
461,0,0,1481440166545
476,0,0,1481440168285
464,0,0,1481440170028
460,0,0,1481440171766
474,0,0,1481440173422
471,0,0,1481440175119
459,0,0,1481440176886
475,0,0,1481440178627
457,0,0,1481440180313
464,0,0,1481440182211
460,0,0,1481440183905
458,0,0,1481440185697
473,0,0,1481440187438
476,0,0,1481440189177
465,0,0,1481440190915
459,0,0,1481440192659
474,0,0,1481440194500
474,0,0,1481440196241
469,0,0,1481440198083
460,0,0,1481440199825
467,0,0,1481440201564
475,0,0,1481440203306
477,0,0,1481440204993
460,0,0,1481440206788
476,0,0,1481440208529
459,0,0,1481440210269
461,0,0,1481440212010
472,0,0,1481440213749
462,0,0,1481440215410
474,0,0,1481440217133
468,0,0,1481440218873
470,0,0,1481440220715
473,0,0,1481440222455
467,0,0,1481440224197
464,0,0,1481440225937
468,0,0,1481440227677
475,0,0,1481440229519
459,0,0,1481440231262
462,0,0,1481440232905
477,0,0,1481440234603
473,0,0,1481440236280
458,0,0,1481440238020
473,0,0,1481440239761
458,0,0,1481440241500
463,0,0,1481440243245
476,0,0,1481440244982
470,0,0,1481440246724
459,0,0,1481440248464
470,0,0,1481440250163
473,0,0,1481440251945
458,0,0,1481440253687
458,0,0,1481440255428
462,0,0,1481440257271
463,0,0,1481440259012
474,0,0,1481440260753
475,0,0,1481440262494
475,0,0,1481440264233
476,0,0,1481440265860
468,0,0,1481440267616
458,0,0,1481440269356
457,0,0,1481440270994
468,0,0,1481440272836
467,0,0,1481440274517
476,0,0,1481440276321
463,0,0,1481440278061
464,0,0,1481440279800
459,0,0,1481440281537
475,0,0,1481440283284
461,0,0,1481440285022
472,0,0,1481440286684
476,0,0,1481440288505
475,0,0,1481440290245
